C17L	27
C18L	27
Q2L	27
G3R	27
A26L	27
A33R	27
D18L	26
B1R	26
B18R	25
D16L	25
D17L	25
A48R	24
B15L	24
N2R	20
F13L	19
CRMB	15
POL	8
NPH2	8
G7L	8
VETFS	8
VITF3L	8
SPI-2	8
KBTB2_1	8
KBTB2_2	8
CRMB_1	6
VGF-1	6
DUT	6
VPK2	6
PAPL	6
RPO7	6
VLTF1	6
TK	6
PAPS	6
TOP1	6
UNG	6
NPH1	6
VLTF2	6
VLTF3	6
VETFL	6
VITF3S	6
A9L	6
TMK	6
LIG	6
VPK1	6
PS/HR	6
SPI-1	6
L6	6
CRMB_2	6
N1L	5
SPI-3	5
ATP8	5
KBTB1	5
C20.5L	5
KBTB1_1	4
KBTB1_2	4
RPO1	3
J6R	3
E9L	3
D1R	3
A15.5L	3
A32.5L	3
A39.5R	3
B10.5R	3
OPG201	2
KBTB2	2
IFNR	2
OPG032	1
OPG018	1
OPG020	1
OPG033	1
OPG041	1
OPG067	1
OPG152	1
OPG184	1
OPG202	1
OPG214	1
OPG017	1
NBT03_GP052	1
SERP2	1
